2025-04-05 15:30:57.465820 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.656130 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.667288 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.685985 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.734617 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.747112 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.758518 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.768542 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.769400 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.780981 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.788311 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.789459 | dc:4f:22:fa:54:46 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.810268 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.810827 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.815736 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.849513 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.860910 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.866186 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.869914 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.881999 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.884022 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.885592 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.891033 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.891796 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.908844 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.917225 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.918808 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.919200 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.919396 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.922020 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.926384 | 54:4b:54:24:74:37 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.930109 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.934379 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.951910 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.952101 | dc:4f:22:fa:54:46 | N/A | -76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.953688 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.959892 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.963297 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.976211 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.980670 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.993209 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:00.998797 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.003090 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.010811 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.016114 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.023319 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.027152 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.028029 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.029903 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.040270 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.049746 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.054295 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.054480 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.060557 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.062082 | 54:4b:54:24:74:37 | N/A | -81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.063348 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.065698 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.066266 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.067861 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.068342 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.068886 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.070037 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.072440 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.072586 | 52:9f:14:d9:81:25 | N/A | -67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.074791 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.078765 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.086631 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.087310 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.089012 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.095556 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.095822 | a0:de:0f:60:67:88 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.096723 | 50:8a:06:fc:81:4d | N/A | -54 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.099368 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.105928 | 54:4b:54:24:74:37 | N/A | -86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.113713 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.117323 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.122657 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.122970 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.129462 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.135290 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.150990 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.156706 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.160124 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.168112 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.169889 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.180236 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.188800 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.197948 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.205941 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.216387 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.219922 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.225098 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.244122 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.244574 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.246140 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.250249 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.255193 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.259100 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.259277 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.261772 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.266789 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.270493 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.272220 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.282489 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.294907 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.300422 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.304514 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.312281 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.312415 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.313157 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.313676 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.315662 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.334308 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.335547 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.347857 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.353040 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.361496 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.363526 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.364354 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.372904 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.385282 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.387052 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.392611 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.397299 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.402828 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.404837 | 54:4b:54:24:74:37 | N/A | -83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.408131 | 54:4b:54:24:74:37 | N/A | -84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.420333 | 54:4b:54:24:74:37 | N/A | -85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.463897 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.475313 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.505135 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.506546 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.507495 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.507632 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.558022 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.566317 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.577726 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.586747 | a0:de:0f:60:67:8d | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.607630 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.668712 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.680132 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.689136 | a0:de:0f:60:67:8d | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.710405 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.771107 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.782539 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.804993 | 30:cc:21:14:be:83 | N/A | -19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.815032 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.816123 | dc:4f:22:fa:54:46 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.827813 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.839118 | 32:fa:bb:95:5e:e2 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.842649 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.843583 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.846284 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.847798 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.848234 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.848734 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.849106 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.849651 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.850439 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.851061 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.851208 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.861534 | 22:55:7e:84:10:17 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.861928 | 22:55:7e:84:10:17 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.862640 | 22:55:7e:84:10:17 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.863422 | 22:55:7e:84:10:17 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.863536 | 22:55:7e:84:10:17 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.873503 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.884912 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.901648 | 52:9f:14:d9:81:25 | N/A | -65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.916285 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.923442 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.924063 | 50:8a:06:fc:81:4d | N/A | -57 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.940547 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.949619 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.975910 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.976553 | dc:4f:22:fa:54:46 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.984974 | 52:9f:14:d9:81:25 | N/A | -64 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.987288 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.987466 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.992680 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.993006 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.993745 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.994419 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:01.994623 | 22:55:7e:84:10:17 | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.003878 | 54:4b:54:24:74:37 | N/A | -82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.017328 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.018247 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.037905 | 52:9f:14:d9:81:25 | N/A | -64 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.050232 | 22:55:7e:84:10:17 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.063530 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.063813 | 22:55:7e:84:10:17 | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.078305 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.089740 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.113750 | 52:9f:14:d9:81:25 | N/A | -66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.113892 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.119622 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.124289 | 22:55:7e:84:10:17 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.124587 | 22:55:7e:84:10:17 | N/A | -75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.124783 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.125155 | 22:55:7e:84:10:17 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.150145 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.175816 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.180991 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.186232 | 22:55:7e:84:10:17 | N/A | -80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.186939 | 52:9f:14:d9:81:25 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.192100 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.213891 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.213999 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.214410 | c2:17:90:83:13:2b | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.220355 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.222944 | 30:cc:21:14:be:83 | N/A | -16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.223740 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.224130 | c2:17:90:83:13:2b | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.224741 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.225184 | 30:cc:21:14:be:83 | N/A | -22 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.225377 | 30:cc:21:14:be:83 | N/A | -21 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.225577 | 30:cc:21:14:be:83 | N/A | -21 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.227283 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.227910 | 50:8a:06:fc:81:4d | N/A | -53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.228527 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.229219 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.229528 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.230049 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.230359 | c2:17:90:83:13:2b | N/A | -72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.255140 | 22:55:7e:84:10:17 | N/A | -79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.255464 | 50:8a:06:fc:81:4d | N/A | -57 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.255833 | 22:55:7e:84:10:17 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.256511 | 22:55:7e:84:10:17 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.257242 | 22:55:7e:84:10:17 | N/A | -78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.257443 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.257513 | 22:55:7e:84:10:17 | N/A | -70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.268067 | c2:17:90:83:13:2b | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.272209 | 52:9f:14:d9:81:25 | N/A | -69 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.274699 | c2:17:90:83:13:2b | N/A | -71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.283108 | 54:4b:54:2b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.283687 | c2:17:90:83:13:2b | N/A | -73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.294513 | 56:4b:54:3b:84:8f | N/A | -62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:02.306298 | 52:9f:14:d9:81:25 | N/A | -68 dBm | Origem: Cliente desconhecido
